SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-10-2021,Single Family Residential,9920 SW Wrangler Pl,Beaverton,OR,97008,577900.0,3.0,2.5,SUMMER FALLS,2067.0,3484.0,2015.0,52.0,280.0,85.0,Sold,,,https://www.redfin.com/OR/Beaverton/9920-SW-Old-Weir-Rd-97008/home/56335690,RMLS,21152511.0,N,Y,45.4482636,-122.8251625
PAST SALE,October-8-2021,Single Family Residential,9809 SW 130th Ave,Beaverton,OR,97008,490000.0,3.0,2.0,BEAVERTON,1040.0,8712.0,1979.0,85.0,471.0,,Sold,,,https://www.redfin.com/OR/Beaverton/9809-SW-130th-Ave-97008/home/26687470,RMLS,21573909.0,N,Y,45.4485416,-122.8111781
PAST SALE,October-5-2021,Single Family Residential,11047 SW Eschman Way,Tigard,OR,97223,535000.0,4.0,2.5,Summer Lake,1997.0,4791.0,1992.0,88.0,268.0,,Sold,,,https://www.redfin.com/OR/Tigard/11047-SW-Eschman-Way-97223/home/26662357,RMLS,21597323.0,N,Y,45.4400374,-122.8115672
PAST SALE,October-12-2021,Single Family Residential,2420 SW Garden View Ave,Portland,OR,97225,807800.0,4.0,3.0,VISTA HILLS,3406.0,11325.0,1964.0,81.0,237.0,,Sold,,,https://www.redfin.com/OR/Portland/2420-SW-Garden-View-Ave-97225/home/26637203,RMLS,21490475.0,N,Y,45.502537,-122.7704745
PAST SALE,October-15-2021,Single Family Residential,10425 SW Hawthorne Ln,Portland,OR,97225,1350000.0,3.0,2.5,VISTA HILLS,3652.0,21780.0,1959.0,78.0,370.0,,Sold,,,https://www.redfin.com/OR/Portland/10425-SW-Hawthorne-Ln-97225/home/26609184,RMLS,21446084.0,N,Y,45.5004271,-122.7839894
PAST SALE,November-5-2021,Single Family Residential,7770 SW Oleson Rd,Portland,OR,97223,525000.0,3.0,2.0,"Portland West, Raleigh Hills",2018.0,16988.0,1942.0,57.0,260.0,,Sold,,,https://www.redfin.com/OR/Portland/7770-SW-Oleson-Rd-97223/home/26716216,RMLS,21526693.0,N,Y,45.4637623,-122.7554873
PAST SALE,October-13-2021,Single Family Residential,10825 SW 78th Ave,Tigard,OR,97223,491500.0,3.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1344.0,8712.0,1973.0,80.0,366.0,,Sold,,,https://www.redfin.com/OR/Tigard/10825-SW-78th-Ave-97223/home/26731154,RMLS,21180232.0,N,Y,45.4418139,-122.7575978
PAST SALE,,Single Family Residential,11170 SW 79th Ave,Tigard,OR,97223,310000.0,3.0,1.0,,1271.0,10019.0,1953.0,,244.0,,,,,https://www.redfin.com/OR/Tigard/11170-SW-79th-Ave-97223/home/26630581,,,N,Y,45.439359,-122.7583384
PAST SALE,November-18-2021,Single Family Residential,10915 SW 74th Ave,Tigard,OR,97223,444000.0,4.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1824.0,11325.0,1951.0,44.0,243.0,,Sold,,,https://www.redfin.com/OR/Tigard/10915-SW-74th-Ave-97223/home/25757266,RMLS,21679549.0,N,Y,45.441154,-122.75407
PAST SALE,November-19-2021,Single Family Residential,4125 SW 83rd Ave,Portland,OR,97225,839000.0,5.0,3.0,RALEIGH HILLS/WEST SLOPE,3310.0,14374.0,1952.0,43.0,253.0,,Sold,,,https://www.redfin.com/OR/Portland/4125-SW-83rd-Ave-97225/home/26639882,RMLS,21272663.0,N,Y,45.4902162,-122.7621399
PAST SALE,,Other,7549 SW Red Cedar Way,Tigard,OR,97223,980000.0,,,,,4792.0,,,,,,,,https://www.redfin.com/OR/Tigard/7549-SW-Red-Cedar-Way-97223/home/171420926,,,N,Y,45.449082,-122.753616
PAST SALE,October-12-2021,Single Family Residential,7985 SW 71st Ave,Portland,OR,97223,751000.0,3.0,1.5,Garden Home,2488.0,17424.0,1930.0,81.0,302.0,,Sold,,,https://www.redfin.com/OR/Portland/7985-SW-71st-Ave-97223/home/26675639,RMLS,21052718.0,N,Y,45.4622937,-122.750476
PAST SALE,November-19-2021,Single Family Residential,6911 SW Oak St,Tigard,OR,97223,700000.0,4.0,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",2907.0,18730.0,1935.0,43.0,241.0,,Sold,,,https://www.redfin.com/OR/Tigard/6911-SW-Oak-St-97223/home/26672322,RMLS,21403139.0,N,Y,45.4456301,-122.7479017
PAST SALE,October-7-2021,Single Family Residential,6010 SW Orchid Dr,Portland,OR,97219,875000.0,6.0,4.5,ASH CREEK WOODS,5058.0,14374.0,1990.0,86.0,173.0,,Sold,,,https://www.redfin.com/OR/Portland/6010-SW-Orchid-Dr-97219/home/26541924,RMLS,21393088.0,N,Y,45.4613274,-122.7386653
PAST SALE,November-2-2021,Single Family Residential,6415 SW Pomona St,Portland,OR,97219,650000.0,4.0,2.5,ASHCREEK,2253.0,4791.0,2017.0,60.0,289.0,,Sold,,,https://www.redfin.com/OR/Portland/6415-SW-Pomona-St-97219/home/26454785,RMLS,21381637.0,N,Y,45.4452941,-122.7430737
PAST SALE,November-30-2021,Single Family Residential,9225 SW Oak St,Tigard,OR,97223,440500.0,3.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1064.0,9583.0,1960.0,32.0,414.0,,Sold,,,https://www.redfin.com/OR/Tigard/9225-SW-Oak-St-97223/home/26630598,RMLS,21067075.0,N,Y,45.4442801,-122.7722621
PAST SALE,November-22-2021,Single Family Residential,6470 SW Orchid St,Portland,OR,97219,748000.0,3.0,3.0,"Portland West, Raleigh Hills",2544.0,15681.0,1985.0,40.0,294.0,,Sold,,,https://www.redfin.com/OR/Portland/6470-SW-Orchid-St-97219/home/26518104,RMLS,21604070.0,N,Y,45.4578007,-122.7433129
PAST SALE,November-30-2021,Single Family Residential,13485 SW Driftwood Pl,Beaverton,OR,97005,625000.0,5.0,2.5,Ridgeview Manor,2672.0,10890.0,1963.0,32.0,234.0,,Sold,,,https://www.redfin.com/OR/Beaverton/13485-SW-Driftwood-Pl-97005/home/26591272,RMLS,21685393.0,N,Y,45.5027676,-122.8162881
PAST SALE,December-9-2021,Single Family Residential,6487 SW 153rd Ave,Beaverton,OR,97007,553500.0,3.0,2.0,"Beaverton, Aloha",1340.0,8712.0,1980.0,23.0,413.0,,Sold,,,https://www.redfin.com/OR/Beaverton/6487-SW-153rd-Ave-97007/home/26662848,RMLS,21546138.0,N,Y,45.4729491,-122.8356373
PAST SALE,November-15-2021,Single Family Residential,11425 SW 96th Ave,Tigard,OR,97223,485000.0,3.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1746.0,3484.0,2013.0,47.0,278.0,35.0,Sold,,,https://www.redfin.com/OR/Tigard/11425-SW-96th-Ave-97223/home/44589551,RMLS,21659514.0,N,Y,45.437668,-122.775858
PAST SALE,December-30-2021,Single Family Residential,12020 SW Summer Crest Dr,Tigard,OR,97223,499000.0,3.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1558.0,7840.0,1966.0,2.0,320.0,,Sold,,,https://www.redfin.com/OR/Tigard/12020-SW-Summer-Crest-Dr-97223/home/26570139,RMLS,21666951.0,N,Y,45.4362384,-122.799148
PAST SALE,November-4-2021,Single Family Residential,11420 SW Esau Pl,Tigard,OR,97223,468000.0,3.0,2.0,Greenburg,1511.0,3484.0,2002.0,58.0,310.0,,Sold,,,https://www.redfin.com/OR/Portland/11420-SW-Esau-Pl-97223/home/26714310,RMLS,21581747.0,N,Y,45.4376498,-122.7765286
PAST SALE,October-29-2021,Single Family Residential,7713 SW 82nd Ave,Portland,OR,97223,795000.0,4.0,2.0,Garden Home,2609.0,9147.0,2015.0,64.0,305.0,,Sold,,,https://www.redfin.com/OR/Portland/7713-SW-82nd-Ave-97223/home/65681390,RMLS,21072876.0,N,Y,45.4642086,-122.7614388
PAST SALE,October-6-2021,Single Family Residential,8420 SW Godwin Ct,Portland,OR,97223,605000.0,3.0,2.0,GARDEN HOME,1548.0,8712.0,1973.0,87.0,391.0,,Sold,,,https://www.redfin.com/OR/Portland/8420-SW-Godwin-Ct-97223/home/26671238,RMLS,21389159.0,N,Y,45.4588529,-122.7644928
PAST SALE,October-15-2021,Single Family Residential,8312 SW Locust St,Tigard,OR,97223,475000.0,3.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1475.0,8276.0,1980.0,78.0,322.0,,Sold,,,https://www.redfin.com/OR/Tigard/8312-SW-Locust-St-97223/home/26653119,RMLS,21688540.0,N,Y,45.4461108,-122.7624902
PAST SALE,October-8-2021,Single Family Residential,4640 SW 177th Ave,Aloha,OR,97078,529500.0,3.0,2.0,"Beaverton, Aloha",2124.0,7405.0,1979.0,85.0,249.0,,Sold,,,https://www.redfin.com/OR/Aloha/4640-SW-177th-Ave-97007/home/26659773,RMLS,21540800.0,N,Y,45.4862319,-122.8591899
PAST SALE,October-7-2021,Single Family Residential,13455 SW Tapadera St,Beaverton,OR,97008,682500.0,3.0,2.0,"Beaverton, Aloha",2224.0,8276.0,1989.0,86.0,307.0,31.0,Sold,,,https://www.redfin.com/OR/Beaverton/13455-SW-Tapadera-St-97008/home/26694274,RMLS,21360946.0,N,Y,45.4568636,-122.8153077
PAST SALE,November-16-2021,Single Family Residential,11855 SW 12th St,Beaverton,OR,97005,479900.0,3.0,2.0,"Beaverton, Aloha",1542.0,7840.0,1948.0,46.0,311.0,,Sold,,,https://www.redfin.com/OR/Beaverton/11855-SW-12th-St-97005/home/25791002,RMLS,21407242.0,N,Y,45.4787289,-122.7989702
PAST SALE,October-26-2021,Single Family Residential,6755 SW King Blvd,Beaverton,OR,97008,390000.0,3.0,1.0,VOSE,1032.0,9147.0,1958.0,67.0,378.0,,Sold,,,https://www.redfin.com/OR/Beaverton/6755-SW-King-Blvd-97008/home/26624337,RMLS,21195112.0,N,Y,45.4712284,-122.7947002
PAST SALE,October-6-2021,Single Family Residential,6165 SW Alger Ave,Beaverton,OR,97008,457000.0,3.0,1.5,Looking Glass,1324.0,9147.0,1955.0,87.0,345.0,,Sold,,,https://www.redfin.com/OR/Beaverton/6165-SW-Alger-Ave-97008/home/25759449,RMLS,21518690.0,N,Y,45.4755209,-122.7966819
PAST SALE,November-10-2021,Single Family Residential,7220 SW Bel Aire Dr,Beaverton,OR,97008,508000.0,3.0,2.0,Bel-Aire,1392.0,10018.0,1959.0,52.0,365.0,,Sold,,,https://www.redfin.com/OR/Beaverton/7220-SW-Bel-Aire-Dr-97008/home/26666517,RMLS,21149597.0,N,Y,45.4677341,-122.7912621
PAST SALE,November-16-2021,Single Family Residential,14540 SW Forest Dr,Beaverton,OR,97007,581000.0,3.0,2.0,Hartwood Hylands,1620.0,9583.0,1974.0,46.0,359.0,,Sold,,,https://www.redfin.com/OR/Beaverton/14540-SW-Forest-Dr-97007/home/26622313,RMLS,21009805.0,N,Y,45.4665167,-122.8275485
PAST SALE,November-18-2021,Single Family Residential,7635 SW Oviatt Dr,Beaverton,OR,97007,642000.0,4.0,2.5,Nottingham Heights,2156.0,9147.0,1994.0,44.0,298.0,,Sold,,,https://www.redfin.com/OR/Aloha/7635-SW-Oviatt-Dr-97007/home/26625318,RMLS,21690942.0,N,Y,45.4648566,-122.8599451
PAST SALE,November-19-2021,Single Family Residential,6350 SW King Blvd,Beaverton,OR,97008,518000.0,4.0,2.0,VOSE,1596.0,9147.0,1961.0,43.0,325.0,,Sold,,,https://www.redfin.com/OR/Beaverton/6350-SW-King-Blvd-97008/home/26703478,RMLS,21572833.0,N,Y,45.4741634,-122.7933698
PAST SALE,October-14-2021,Single Family Residential,2541 NW 141st Pl,Portland,OR,97229,825000.0,3.0,2.5,Lakeshore Estates,2498.0,13068.0,1991.0,79.0,330.0,75.0,Sold,,,https://www.redfin.com/OR/Portland/2541-NW-141st-Pl-97229/home/26681288,RMLS,21393558.0,N,Y,45.5383036,-122.8224415
PAST SALE,November-15-2021,Single Family Residential,545 SW 167th Ave,Beaverton,OR,97006,650000.0,4.0,3.0,WATERHOUSE SOUTH,2378.0,6969.0,1990.0,47.0,273.0,6.0,Sold,,,https://www.redfin.com/OR/Beaverton/545-SW-167th-Ave-97006/home/25835328,RMLS,21163411.0,N,Y,45.5156431,-122.8500139
PAST SALE,November-12-2021,Single Family Residential,16640 SW Peninsula Ct,Beaverton,OR,97006,740000.0,5.0,2.5,WATERHOUSE SOUTH,2971.0,8276.0,1990.0,50.0,249.0,6.0,Sold,,,https://www.redfin.com/OR/Beaverton/16640-SW-Peninsula-Ct-97006/home/26715033,RMLS,21650431.0,N,Y,45.5166144,-122.8482794
PAST SALE,November-16-2021,Single Family Residential,1760 SW Wellington Ave,Portland,OR,97225,550000.0,3.0,2.0,CEDAR HILLS,1482.0,7840.0,1955.0,46.0,371.0,13.0,Sold,,,https://www.redfin.com/OR/Portland/1760-SW-Wellington-Ave-97225/home/26622613,RMLS,21559867.0,N,Y,45.5070134,-122.8050927
PAST SALE,November-18-2021,Single Family Residential,2535 SW Roxbury Ave,Portland,OR,97225,865000.0,4.0,3.5,CEDAR HILLS,3100.0,20473.0,1968.0,44.0,279.0,13.0,Sold,,,https://www.redfin.com/OR/Portland/2535-SW-Roxbury-Ave-97225/home/26667050,RMLS,21221617.0,N,Y,45.5016971,-122.7907061
PAST SALE,November-30-2021,Single Family Residential,16830 SW Sarala St,Beaverton,OR,97007,615000.0,4.0,2.5,COOPER MOUNTAIN AREA,2032.0,6098.0,1994.0,32.0,303.0,,Sold,,,https://www.redfin.com/OR/Beaverton/16830-SW-Sarala-St-97007/home/26737051,RMLS,21294879.0,N,Y,45.4625472,-122.850422
PAST SALE,November-29-2021,Single Family Residential,18378 SW Jeremy St,Beaverton,OR,97007,685000.0,4.0,2.5,"Beaverton, Aloha",2980.0,6969.0,2011.0,33.0,230.0,30.0,Sold,,,https://www.redfin.com/OR/Beaverton/18378-SW-Jeremy-St-97007/home/25863472,RMLS,21329526.0,N,Y,45.4532085,-122.8663612
PAST SALE,November-24-2021,Single Family Residential,17416 SW Vincent St,Aloha,OR,97078,501000.0,4.0,2.5,"Beaverton, Aloha",1666.0,4356.0,1999.0,38.0,301.0,,Sold,,,https://www.redfin.com/OR/Aloha/17416-SW-Vincent-St-97007/home/26700754,RMLS,21213397.0,N,Y,45.488276,-122.8564253
PAST SALE,December-16-2021,Single Family Residential,17421 SW Constance St,Beaverton,OR,97007,645000.0,4.0,3.5,COOPER MOUNTAIN AREA,3537.0,7405.0,1968.0,16.0,182.0,,Sold,,,https://www.redfin.com/OR/Beaverton/17421-SW-Constance-St-97007/home/26653451,RMLS,21232295.0,N,Y,45.4595554,-122.8561882
PAST SALE,,Single Family Residential,7612 SW Cresmoor Dr,Beaverton,OR,97008,333800.0,2.0,2.0,,1192.0,2614.0,1978.0,,280.0,,,,,https://www.redfin.com/OR/Beaverton/7612-SW-Cresmoor-Dr-97008/home/26732684,,,N,Y,45.4641197,-122.8002185
PAST SALE,,Single Family Residential,11858 SW Lesser Rd,Portland,OR,97219,633100.0,4.0,2.0,,2360.0,14810.0,1963.0,,268.0,,,,,https://www.redfin.com/OR/Portland/11858-SW-Lesser-Rd-97219/home/25767056,,,N,Y,45.4397222,-122.7395935
PAST SALE,October-8-2021,Single Family Residential,9615 SW 62nd Ave,Portland,OR,97219,675000.0,4.0,4.0,"Portland West, Raleigh Hills",2737.0,10890.0,1946.0,85.0,247.0,,Sold,,,https://www.redfin.com/OR/Portland/9615-SW-62nd-Ave-97219/home/26334069,RMLS,21146474.0,N,Y,45.4559126,-122.7412036
PAST SALE,October-19-2021,Single Family Residential,7335 SW 64th Pl,Portland,OR,97219,880000.0,5.0,3.5,Canby Village,4037.0,8276.0,2001.0,74.0,218.0,69.0,Sold,,,https://www.redfin.com/OR/Portland/7335-SW-64th-Pl-97219/home/26642714,RMLS,21012242.0,N,Y,45.4709789,-122.7424961
PAST SALE,November-30-2021,Single Family Residential,6438 SW Hamilton Way,Portland,OR,97221,1300000.0,4.0,2.5,BRIDLEMILE,3568.0,14810.0,1956.0,32.0,364.0,,Sold,,,https://www.redfin.com/OR/Portland/6438-SW-Hamilton-Way-97221/home/26310026,RMLS,21313684.0,N,Y,45.4897834,-122.7435525
PAST SALE,December-14-2021,Single Family Residential,10955 SW 82nd Ave,Tigard,OR,97223,435000.0,3.0,1.0,"Tigard, Tualatin, Sherwood, Wilsonville",1005.0,6969.0,1971.0,18.0,433.0,,Sold,,,https://www.redfin.com/OR/Tigard/10955-SW-82nd-Ave-97223/home/26687837,RMLS,21089670.0,N,Y,45.4409137,-122.7615449
PAST SALE,December-20-2021,Single Family Residential,4250 SW 91st Ave,Portland,OR,97225,450000.0,3.0,2.0,"Portland West, Raleigh Hills",1732.0,17859.0,1948.0,12.0,260.0,,Sold,,,https://www.redfin.com/OR/Portland/4250-SW-91st-Ave-97225/home/26617490,RMLS,21163077.0,N,Y,45.4893979,-122.7704944
PAST SALE,December-23-2021,Single Family Residential,5845 SW Vermont St,Portland,OR,97219,650000.0,4.0,2.0,"Portland West, Raleigh Hills",1976.0,12632.0,1970.0,9.0,329.0,,Sold,,,https://www.redfin.com/OR/Portland/5845-SW-Vermont-St-97219/home/26610669,RMLS,21444967.0,N,Y,45.476686,-122.737591
PAST SALE,December-22-2021,Single Family Residential,8580 SW Lucille Ct,Portland,OR,97223,428500.0,2.0,1.0,"Tigard, Tualatin, Sherwood, Wilsonville",1663.0,8276.0,1910.0,10.0,258.0,,Sold,,,https://www.redfin.com/OR/Tigard/8580-SW-Lucille-Ct-97223/home/26687893,RMLS,21008297.0,N,Y,45.4410585,-122.7649225
PAST SALE,December-23-2021,Single Family Residential,6295 SW Arrow Wood Ln,Portland,OR,97223,1250000.0,5.0,4.0,"Raleigh Hills, PDX Golf Club",4538.0,29620.0,1954.0,9.0,275.0,,Sold,,,https://www.redfin.com/OR/Portland/6295-SW-Arrow-Wood-Ln-97223/home/26655801,RMLS,21501549.0,N,Y,45.4744935,-122.7712881
PAST SALE,November-30-2021,Single Family Residential,835 SW 67th Pl,Portland,OR,97225,864785.0,3.0,3.0,RAEBURN ESTATES,3950.0,12196.0,1993.0,32.0,219.0,19.0,Sold,,,https://www.redfin.com/OR/Portland/835-SW-67th-Pl-97225/home/26658852,RMLS,21038693.0,N,Y,45.5135101,-122.7464576
PAST SALE,November-18-2021,Single Family Residential,11790 SW Foothill Dr,Portland,OR,97225,693000.0,5.0,3.5,CEDAR HILLS,2630.0,13068.0,1956.0,44.0,263.0,13.0,Sold,,,https://www.redfin.com/OR/Portland/11790-SW-Foothill-Dr-97225/home/26565691,RMLS,21475052.0,N,Y,45.5100348,-122.7980762
PAST SALE,November-17-2021,Single Family Residential,11700 SW Foothill Dr,Portland,OR,97225,694400.0,4.0,2.0,CEDAR HILLS,2596.0,10890.0,1960.0,45.0,267.0,13.0,Sold,,,https://www.redfin.com/OR/Portland/11700-SW-Foothill-Dr-97225/home/26619469,RMLS,21059118.0,N,Y,45.5097672,-122.797056
PAST SALE,December-16-2021,Single Family Residential,2510 SW 84th Ave,Portland,OR,97225,750000.0,5.0,2.5,"Portland West, Raleigh Hills",2280.0,7840.0,1958.0,16.0,329.0,2.0,Sold,,,https://www.redfin.com/OR/Portland/2510-SW-84th-Ave-97225/home/26593874,RMLS,21198003.0,N,Y,45.5017435,-122.7628476
PAST SALE,December-13-2021,Single Family Residential,11328 NW Odeon Ln,Portland,OR,97229,645000.0,3.0,2.5,NW Washington Co or Sauvie Island,2945.0,2613.0,2006.0,19.0,219.0,72.0,Sold,,,https://www.redfin.com/OR/Portland/11328-NW-Odeon-Ln-97229/home/26730639,RMLS,21172394.0,N,Y,45.5368905,-122.793051
PAST SALE,December-17-2021,Single Family Residential,8130 SW Valley View Dr,Portland,OR,97225,805000.0,4.0,3.5,"Portland West, Raleigh Hills",4088.0,12632.0,1955.0,15.0,197.0,,Sold,,,https://www.redfin.com/OR/Portland/8130-SW-Valley-View-Dr-97225/home/26652272,RMLS,21280052.0,N,Y,45.500316,-122.7608324
PAST SALE,December-16-2021,Single Family Residential,2445 SW 75th Ter,Portland,OR,97225,1495000.0,4.0,4.0,WEST SYLVAN ESTATES,3516.0,6969.0,2021.0,16.0,425.0,50.0,Sold,,,https://www.redfin.com/OR/Portland/2445-SW-75th-Ter-97225/home/169055070,RMLS,21620968.0,N,Y,45.502129,-122.754132
PAST SALE,December-17-2021,Single Family Residential,427 NW Skyline Blvd,Portland,OR,97229,669000.0,3.0,2.0,"Portland West, Raleigh Hills",2292.0,23522.0,1946.0,15.0,292.0,,Sold,,,https://www.redfin.com/OR/Portland/427-NW-Skyline-Blvd-97229/home/26397057,RMLS,21151468.0,N,Y,45.5235602,-122.7478098
PAST SALE,December-21-2021,Single Family Residential,11705 SW Sophia Ct Lot 2,Beaverton,OR,97225,1310000.0,4.0,3.5,Cedar Hills,3236.0,6969.0,2021.0,11.0,405.0,,Sold,,,https://www.redfin.com/OR/Portland/11705-SW-Sophia-Ct-97225/unit-2/home/177040692,RMLS,21689864.0,N,Y,45.5011393,-122.7978707
PAST SALE,December-21-2021,Single Family Residential,3165 SW Christy Ave,Beaverton,OR,97005,645000.0,3.0,3.0,LYNNWOOD,1818.0,8712.0,1964.0,11.0,355.0,13.0,Sold,,,https://www.redfin.com/OR/Beaverton/3165-SW-Christy-Ave-97005/home/26636182,RMLS,21061413.0,N,Y,45.4971558,-122.7971465
PAST SALE,October-15-2021,Single Family Residential,6774 SW Alden St,Portland,OR,97223,675000.0,3.0,2.5,MOONSHADOW,2487.0,8276.0,1986.0,78.0,271.0,,Sold,,,https://www.redfin.com/OR/Portland/6774-SW-Alden-St-97223/home/26682462,RMLS,21536569.0,N,Y,45.4596954,-122.746424
PAST SALE,October-5-2021,Single Family Residential,7160 SW Ashdale Dr,Portland,OR,97223,563000.0,3.0,2.0,GARDEN HOME - WHITFORD,1188.0,8276.0,1974.0,88.0,474.0,,Sold,,,https://www.redfin.com/OR/Portland/7160-SW-Ashdale-Dr-97223/home/25789687,RMLS,21226849.0,N,Y,45.4591632,-122.7506333
PAST SALE,November-15-2021,Single Family Residential,6901 SW Florence Ln,Portland,OR,97223,710000.0,5.0,3.0,"Portland West, Raleigh Hills",2112.0,13068.0,1965.0,47.0,336.0,,Sold,,,https://www.redfin.com/OR/Portland/6901-SW-Florence-Ln-97223/home/25820609,RMLS,21620793.0,N,Y,45.4574172,-122.7478904
PAST SALE,November-12-2021,Single Family Residential,8365 SW Mapleleaf St,Tigard,OR,97223,469900.0,3.0,2.0,Metzger,1269.0,13939.0,1971.0,50.0,370.0,,Sold,,,https://www.redfin.com/OR/Tigard/8365-SW-Mapleleaf-St-97223/home/26566825,RMLS,21589521.0,N,Y,45.4456817,-122.7629307
PAST SALE,November-2-2021,Single Family Residential,7606 SW Florence Ln,Portland,OR,97223,650000.0,4.0,2.0,Garden Home,2175.0,22651.0,1940.0,60.0,299.0,,Sold,,,https://www.redfin.com/OR/Portland/7606-SW-Florence-Ln-97223/home/26694930,RMLS,21402623.0,N,Y,45.4564525,-122.7552314
PAST SALE,December-8-2021,Single Family Residential,10404 SW Lucy Ct Lot 15,Tigard,OR,97223,719450.0,5.0,2.5,Burts Landing,2430.0,,2021.0,24.0,296.0,38.0,Sold,,,https://www.redfin.com/OR/Tigard/9339-SW-Washington-Square-Rd-97223/unit-15/home/177210776,RMLS,21460146.0,N,Y,45.4505417,-122.7822083
PAST SALE,November-3-2021,Single Family Residential,6127 SW Orchid Dr,Portland,OR,97219,865000.0,4.0,2.5,ASH CREEK WOODS,3292.0,25700.0,1987.0,59.0,263.0,,Sold,,,https://www.redfin.com/OR/Portland/6127-SW-Orchid-Dr-97219/home/26460513,RMLS,21466796.0,N,Y,45.4607662,-122.7409221
PAST SALE,December-10-2021,Single Family Residential,7538 SW Locust St,Tigard,OR,97223,975000.0,5.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",3326.0,7840.0,2021.0,22.0,293.0,,Sold,,,https://www.redfin.com/OR/Portland/7538-SW-Locust-St-97223/home/176563533,RMLS,21463164.0,N,Y,45.4462817,-122.7547594
PAST SALE,December-29-2021,Single Family Residential,7010 SW Baylor St,Tigard,OR,97223,550000.0,4.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",2600.0,19166.0,1958.0,3.0,212.0,,Sold,,,https://www.redfin.com/OR/Tigard/7010-SW-Baylor-St-97223/home/166246844,RMLS,21303080.0,N,Y,45.4356461,-122.7489525
PAST SALE,December-29-2021,Single Family Residential,12720 SW Percheron Ln,Beaverton,OR,97008,677000.0,3.0,3.0,"Beaverton, Aloha",2024.0,7840.0,1979.0,3.0,334.0,,Sold,,,https://www.redfin.com/OR/Beaverton/12720-SW-Percheron-Ln-97008/home/26687081,RMLS,21121633.0,N,Y,45.4463532,-122.8076461
PAST SALE,,Single Family Residential,11605 SW Fairfield St,Beaverton,OR,97005,586971.0,3.0,2.0,,1523.0,7209.0,1963.0,,385.0,,,,,https://www.redfin.com/OR/Beaverton/11605-SW-Fairfield-St-97005/home/26686625,,,N,Y,45.4971466,-122.7962818
PAST SALE,December-2-2021,Single Family Residential,2140 SW Warwick Ave,Portland,OR,97225,775000.0,4.0,3.0,berkshire,2505.0,8276.0,1962.0,30.0,309.0,,Sold,,,https://www.redfin.com/OR/Portland/2140-SW-Warwick-Ave-97225/home/26623547,RMLS,21486774.0,N,Y,45.5043569,-122.7878093
PAST SALE,December-2-2021,Single Family Residential,3645 SW 108th Ave,Beaverton,OR,97005,680000.0,6.0,4.0,"Beaverton, Aloha",3188.0,21780.0,1952.0,30.0,213.0,,Sold,,,https://www.redfin.com/OR/Beaverton/3645-SW-108th-Ave-97005/home/26734260,RMLS,21450124.0,N,Y,45.4935621,-122.7877548
PAST SALE,,Single Family Residential,11440 SW Lanewood St,Portland,OR,97225,656000.0,3.0,4.0,,2644.0,12632.0,1968.0,,248.0,,,,,https://www.redfin.com/OR/Portland/11440-SW-Lanewood-St-97225/home/26679792,,,N,Y,45.5106148,-122.7948077
PAST SALE,December-21-2021,Single Family Residential,11318 NW Placido Ct,Portland,OR,97229,775000.0,4.0,2.5,BONNY SLOPE / HAYDON HIGHLANDS,2679.0,4791.0,2006.0,11.0,289.0,76.0,Sold,,,https://www.redfin.com/OR/Portland/11318-NW-Placido-Ct-97229/home/25745304,RMLS,21374425.0,N,Y,45.5363991,-122.7929157
PAST SALE,November-4-2021,Single Family Residential,8805 SW Alden St,Portland,OR,97223,523000.0,3.0,2.0,"Portland West, Raleigh Hills",1419.0,8712.0,1980.0,58.0,369.0,,Sold,,,https://www.redfin.com/OR/Portland/8805-SW-Alden-St-97223/home/26656651,RMLS,21066882.0,N,Y,45.4605437,-122.7667048
PAST SALE,December-2-2021,Single Family Residential,8850 SW Rambler Ln,Portland,OR,97223,615000.0,3.0,1.5,GARDEN HOME,1381.0,12632.0,1953.0,30.0,445.0,,Sold,,,https://www.redfin.com/OR/Portland/8850-SW-Rambler-Ln-97223/home/25792479,RMLS,21083255.0,N,Y,45.4672214,-122.7674609
PAST SALE,December-6-2021,Single Family Residential,3392 SW Delaney Pl,Portland,OR,97225,655000.0,7.0,4.5,"Portland West, Raleigh Hills",2911.0,6969.0,2001.0,26.0,225.0,,Sold,,,https://www.redfin.com/OR/Portland/3392-SW-Delaney-Pl-97225/home/26717501,RMLS,21470201.0,N,Y,45.4953504,-122.7685366
