SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-15-2021,Single Family Residential,6655 SW Ventura Dr,Tigard,OR,97223,692000.0,4.0,2.5,METZGER,2480.0,10890.0,1993.0,17.0,279.0,8.0,Sold,,,https://www.redfin.com/OR/Tigard/6655-SW-Ventura-Dr-97223/home/25735878,RMLS,21656150.0,N,Y,45.4492338,-122.7453762
PAST SALE,December-17-2021,Single Family Residential,9555 SW Murdock St,Tigard,OR,97224,690000.0,4.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",2360.0,14810.0,1960.0,15.0,292.0,,Sold,,,https://www.redfin.com/OR/Tigard/9555-SW-Murdock-St-97224/home/26634254,RMLS,21396297.0,N,Y,45.4130359,-122.7750337
PAST SALE,September-27-2021,Single Family Residential,17307 SW Jean Louise Rd,Sherwood,OR,97140,611500.0,4.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1991.0,3049.0,2016.0,96.0,307.0,140.0,Sold,,,https://www.redfin.com/OR/Sherwood/17307-SW-Jean-Louise-Rd-97140/home/112775436,RMLS,21274331.0,N,Y,45.4198282,-122.8548309
PAST SALE,October-8-2021,Single Family Residential,16624 Roosevelt Ave,Lake Oswego,OR,97035,661000.0,3.0,2.0,"Lake Oswego, West Linn",2802.0,17424.0,1953.0,85.0,236.0,,Sold,,,https://www.redfin.com/OR/Lake-Oswego/16624-SW-Roosevelt-Ave-97035/home/25922510,RMLS,21430318.0,N,Y,45.405874,-122.7423985
PAST SALE,,Single Family Residential,12695 SW Katherine St,Tigard,OR,97223,425000.0,3.0,2.0,,1116.0,7430.0,1975.0,,381.0,,,,,https://www.redfin.com/OR/Tigard/12695-SW-Katherine-St-97223/home/26634455,,,N,Y,45.4330926,-122.8068719
PAST SALE,,Single Family Residential,12955 SW Katherine St,Tigard,OR,97223,555352.0,3.0,3.0,,1708.0,6518.0,1985.0,,325.0,,,,,https://www.redfin.com/OR/Tigard/12955-SW-Katherine-St-97223/home/26558586,,,N,Y,45.4330873,-122.8102005
PAST SALE,December-1-2021,Single Family Residential,11135 SW Tony Ct,Tigard,OR,97223,705000.0,4.0,2.5,Summerlake,1721.0,8276.0,1986.0,31.0,410.0,,Sold,,,https://www.redfin.com/OR/Tigard/11135-SW-Tony-Ct-97223/home/26582838,RMLS,21220952.0,N,Y,45.4387511,-122.8050486
PAST SALE,December-9-2021,Single Family Residential,13270 SW Laurmont Dr,Tigard,OR,97223,615000.0,3.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2141.0,6969.0,1989.0,23.0,287.0,,Sold,,,https://www.redfin.com/OR/Tigard/13270-SW-Laurmont-Dr-97223/home/26695366,RMLS,21433491.0,N,Y,45.4342723,-122.8131481
PAST SALE,December-15-2021,Single Family Residential,11095 SW Summer Lake Dr,Tigard,OR,97223,590000.0,3.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1824.0,6969.0,1984.0,17.0,323.0,12.0,Sold,,,https://www.redfin.com/OR/Tigard/11095-SW-Summer-Lake-Dr-97223/home/26632695,RMLS,21437874.0,N,Y,45.4394953,-122.8067532
PAST SALE,November-10-2021,Single Family Residential,11285 SW 78th Ave,Tigard,OR,97223,428000.0,3.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",1050.0,7405.0,1978.0,52.0,408.0,,Sold,,,https://www.redfin.com/OR/Tigard/11285-SW-78th-Ave-97223/home/26675758,RMLS,21192733.0,N,Y,45.4384784,-122.7576305
PAST SALE,November-15-2021,Single Family Residential,8585 SW Joelle Ct,Tigard,OR,97223,455000.0,3.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1278.0,3484.0,2000.0,47.0,356.0,,Sold,,,https://www.redfin.com/OR/Tigard/8585-SW-Joelle-Ct-97223/home/26694291,RMLS,21065459.0,N,Y,45.441573,-122.7651416
PAST SALE,April-17-2020,Single Family Residential,1623 SW Sahnow Dr,Beaverton,OR,97003,500000.0,4.0,2.5,"Beaverton, Aloha",2210.0,6969.0,1998.0,624.0,226.0,,Sold,,,https://www.redfin.com/OR/BEAVERTON/1623-SW-SAHNOW-DR-97003/home/26573546,RMLS,20325273.0,N,Y,45.508082,-122.866166
PAST SALE,August-10-2020,Single Family Residential,160 NW Arletta Pl,Beaverton,OR,97006,575000.0,4.0,2.5,"Beaverton, Aloha",2655.0,6969.0,2006.0,509.0,217.0,,Sold,,,https://www.redfin.com/OR/Beaverton/160-NW-Arletta-Pl-97006/home/26733250,RMLS,20569365.0,N,Y,45.5211551,-122.8225627
PAST SALE,December-9-2020,Single Family Residential,17905 SW Jay St,Beaverton,OR,97003,490000.0,3.0,2.5,JANYON PARK,2194.0,8276.0,1986.0,388.0,223.0,,Sold,,,https://www.redfin.com/OR/Beaverton/17905-SW-Jay-St-97006/home/25857194,RMLS,20031960.0,N,Y,45.5109152,-122.8616627
PAST SALE,November-25-2020,Single Family Residential,11255 SW Chickadee Ter,Beaverton,OR,97007,617000.0,4.0,2.5,MURRAYHILL,2513.0,7840.0,1989.0,402.0,246.0,87.0,Sold,,,https://www.redfin.com/OR/Beaverton/11255-SW-Chickadee-Ter-97007/home/26654127,RMLS,20501014.0,N,Y,45.4385205,-122.8402128
PAST SALE,April-30-2020,Single Family Residential,18153 SW Fallatin Ct,Beaverton,OR,97007,485475.0,4.0,2.5,"Beaverton, Aloha",2177.0,8276.0,1993.0,611.0,223.0,10.0,Sold,,,https://www.redfin.com/OR/Beaverton/18153-SW-Fallatin-Ct-97007/home/26683624,RMLS,20185800.0,N,Y,45.4601494,-122.8639574
PAST SALE,February-18-2020,Single Family Residential,17376 SW Clearwater Ct,Beaverton,OR,97006,426500.0,3.0,2.5,"Beaverton, Aloha",1600.0,5227.0,1996.0,683.0,267.0,,Sold,,,https://www.redfin.com/OR/Beaverton/17376-SW-Clearwater-Ct-97006/home/26585029,RMLS,20344636.0,N,Y,45.5169292,-122.8555895
PAST SALE,February-5-2021,Single Family Residential,145 SW 143rd Ave,Beaverton,OR,97006,475000.0,3.0,2.0,Devonwood,1215.0,7405.0,1961.0,330.0,391.0,,Sold,,,https://www.redfin.com/OR/Beaverton/145-SW-143rd-Ave-97006/home/26705804,RMLS,20269851.0,N,Y,45.5193909,-122.8241153
PAST SALE,April-9-2020,Single Family Residential,14275 SW Derby St,Beaverton,OR,97005,415000.0,3.0,2.0,Furlong Park,1274.0,12632.0,1960.0,632.0,326.0,,Sold,,,https://www.redfin.com/OR/Beaverton/14275-SW-Derby-St-97005/home/26725720,RMLS,20182676.0,N,Y,45.5084351,-122.8231373
PAST SALE,,Single Family Residential,5225 SW Colony Ct,Beaverton,OR,97005,285000.0,2.0,2.0,,897.0,2614.0,1968.0,,318.0,,,,,https://www.redfin.com/OR/Beaverton/5225-SW-Colony-Ct-97005/home/26716452,,,N,Y,45.4817242,-122.8243616
PAST SALE,March-5-2021,Single Family Residential,4265 SW 167th Ave,Aloha,OR,97078,455000.0,4.0,2.0,"Beaverton, Aloha",1608.0,8276.0,1971.0,302.0,283.0,,Sold,,,https://www.redfin.com/OR/Aloha/4265-SW-167th-Ave-97007/home/26664166,RMLS,21480139.0,N,Y,45.4889395,-122.84953
PAST SALE,,Single Family Residential,5144 SW 167th Ave,Aloha,OR,97007,380000.0,4.0,3.0,,1470.0,9583.0,2003.0,,259.0,,,,,https://www.redfin.com/OR/Aloha/5144-SW-167th-Ave-97007/home/26654117,,,N,Y,45.482353,-122.8489167
PAST SALE,July-20-2020,Single Family Residential,7275 SW Palmer Way,Beaverton,OR,97007,615000.0,4.0,3.0,HARTWOOD HYLANDS,2176.0,9583.0,1974.0,530.0,283.0,,Sold,,,https://www.redfin.com/OR/Beaverton/7275-SW-Palmer-Way-97007/home/26684432,RMLS,20122727.0,N,Y,45.4671992,-122.8296371
PAST SALE,September-25-2020,Single Family Residential,14760 SW Forest Dr,Beaverton,OR,97007,535000.0,3.0,2.0,"Beaverton, Aloha",1722.0,9147.0,1974.0,463.0,311.0,,Sold,,,https://www.redfin.com/OR/Beaverton/14760-SW-Forest-Dr-97007/home/26701145,RMLS,20543629.0,N,Y,45.4660603,-122.829091
PAST SALE,,Single Family Residential,18852 SW Butternut St,Beaverton,OR,97007,450000.0,4.0,2.0,,2204.0,8422.0,1979.0,,204.0,,,,,https://www.redfin.com/OR/Beaverton/18852-SW-Butternut-St-97007/home/26632564,,,N,Y,45.485491,-122.8703965
PAST SALE,February-14-2020,Single Family Residential,9863 SW Ridge Dr,Beaverton,OR,97007,687875.0,5.0,3.5,"Beaverton, Aloha",3100.0,5227.0,2019.0,687.0,222.0,75.0,Sold,,,https://www.redfin.com/OR/Beaverton/9863-SW-Ridge-Dr-97007/home/144693925,RMLS,19388704.0,N,Y,45.4486791,-122.855321
PAST SALE,January-29-2021,Single Family Residential,15700 SW Redstone Dr,Beaverton,OR,97007,457500.0,4.0,2.5,"Beaverton, Aloha",1775.0,3049.0,2001.0,337.0,258.0,,Sold,,,https://www.redfin.com/OR/Beaverton/15700-SW-Redstone-Dr-97007/home/25799652,RMLS,20462684.0,N,Y,45.4534013,-122.8383991
PAST SALE,April-20-2020,Single Family Residential,1810 NW 131st Ave,Portland,OR,97229,595000.0,4.0,3.0,NW Washington Co or Sauvie Island,2126.0,7840.0,1966.0,621.0,280.0,,Sold,,,https://www.redfin.com/OR/Portland/1810-NW-131st-Ave-97229/home/26692151,RMLS,20574540.0,N,Y,45.5327581,-122.8116235
PAST SALE,November-6-2020,Single Family Residential,25 NW 88th Ave,Portland,OR,97229,655000.0,4.0,3.0,"West Haven, St. Vincent's",2408.0,10018.0,1960.0,421.0,272.0,,Sold,,,https://www.redfin.com/OR/Portland/25-NW-88th-Ave-97229/home/25757608,RMLS,20416920.0,N,Y,45.5198069,-122.7679166
PAST SALE,March-2-2021,Single Family Residential,12245 SW Taylor Ct,Portland,OR,97225,615000.0,4.0,2.5,"Portland West, Raleigh Hills",2650.0,9147.0,1978.0,305.0,232.0,,Sold,,,https://www.redfin.com/OR/Portland/12245-SW-Taylor-Ct-97225/home/25760667,RMLS,20585544.0,N,Y,45.5159479,-122.8035307
PAST SALE,,Single Family Residential,3770 SW 94th Ave,Portland,OR,97225,500000.0,4.0,3.0,,2308.0,13504.0,1958.0,,217.0,,,,,https://www.redfin.com/OR/Portland/3770-SW-94th-Ave-97225/home/26683867,,,N,Y,45.4927043,-122.7734383
PAST SALE,January-6-2020,Single Family Residential,7920 SW West Slope Dr,Portland,OR,97225,507500.0,4.0,2.0,WEST SLOPE,2190.0,10890.0,1941.0,726.0,232.0,,Sold,,,https://www.redfin.com/OR/Portland/7920-SW-West-Slope-Dr-97225/home/25777714,RMLS,19466920.0,N,Y,45.5037338,-122.7584496
PAST SALE,,Single Family Residential,5255 SW Dover Ct,Portland,OR,97225,575000.0,3.0,3.0,,2568.0,11761.0,1957.0,,224.0,,,,,https://www.redfin.com/OR/Portland/5255-SW-Dover-Ct-97225/home/26730660,,,N,Y,45.481914,-122.7446426
PAST SALE,April-17-2020,Single Family Residential,5170 SW Chestnut Ave,Beaverton,OR,97005,520000.0,4.0,2.0,"Beaverton, Aloha",1575.0,7840.0,1960.0,624.0,330.0,,Sold,,,https://www.redfin.com/OR/Beaverton/5170-SW-Chestnut-Ave-97005/home/26662886,RMLS,20320321.0,N,Y,45.4830025,-122.7779156
PAST SALE,July-10-2020,Single Family Residential,5275 SW Alger Ave,Beaverton,OR,97005,342500.0,2.0,1.0,"Beaverton, Aloha",939.0,6969.0,1956.0,540.0,365.0,,Sold,,,https://www.redfin.com/OR/Beaverton/5275-SW-Alger-Ave-97005/home/26734716,RMLS,20563085.0,N,Y,45.4812354,-122.7968028
PAST SALE,June-19-2020,Single Family Residential,785 SW Viewmont Dr,Portland,OR,97225,895000.0,3.0,3.0,Ridgewood Terraces,3475.0,13939.0,1955.0,561.0,258.0,,Sold,,,https://www.redfin.com/OR/Portland/785-SW-Viewmont-Dr-97225/home/26634147,RMLS,20004911.0,N,Y,45.513772,-122.7480728
PAST SALE,September-23-2020,Single Family Residential,7474 SW 59th Ave,Portland,OR,97219,899999.0,5.0,3.0,"Portland West, Raleigh Hills",3047.0,,2020.0,465.0,295.0,,Sold,,,https://www.redfin.com/OR/Portland/7474-SW-59th-Ave-97219/home/171721139,RMLS,20372349.0,N,Y,45.4711362,-122.7370237
PAST SALE,August-7-2020,Single Family Residential,13250 SW Carr St,Beaverton,OR,97008,501000.0,3.0,2.0,SOUTH BEAVERTON,1416.0,7840.0,1980.0,512.0,354.0,,Sold,,,https://www.redfin.com/OR/Beaverton/13250-SW-Carr-St-97008/home/26680325,RMLS,20094214.0,N,Y,45.4582077,-122.8129223
PAST SALE,March-5-2021,Single Family Residential,7840 SW 136th Ave,Beaverton,OR,97008,650000.0,5.0,3.0,Hyland Hills,4255.0,16117.0,1968.0,302.0,153.0,,Sold,,,https://www.redfin.com/OR/Beaverton/7840-SW-136th-Ave-97008/home/26611422,RMLS,21150520.0,N,Y,45.4632588,-122.8168807
PAST SALE,February-12-2021,Single Family Residential,11715 SW Sophia Lot 6 Ct,Beaverton,OR,97225,1056000.0,5.0,3.0,CEDAR HILLS AREA,3475.0,6969.0,2020.0,323.0,304.0,,Sold,,,https://www.redfin.com/OR/Portland/11715-SW-Sophia-Ct-97225/home/170145535,RMLS,20396225.0,N,Y,45.5008185,-122.796982
PAST SALE,January-21-2020,Single Family Residential,18690 SW Viking Ct,Aloha,OR,97007,417327.0,4.0,2.5,"Beaverton, Aloha",1916.0,16117.0,1972.0,711.0,218.0,,Sold,,,https://www.redfin.com/OR/Aloha/18690-SW-Viking-Ct-97007/home/26662936,RMLS,19346003.0,N,Y,45.4675071,-122.8695559
PAST SALE,March-4-2021,Single Family Residential,17605 SW Oak St,Beaverton,OR,97007,526000.0,4.0,2.0,"Beaverton, Aloha",2048.0,10018.0,1963.0,303.0,257.0,,Sold,,,https://www.redfin.com/OR/Aloha/17605-SW-Oak-St-97007/home/26669392,RMLS,21454397.0,N,Y,45.4756174,-122.8580639
PAST SALE,June-18-2020,Single Family Residential,8800 SW Bomar Ct,Tigard,OR,97223,460000.0,3.0,2.5,Near Red Tail Golf Course,1603.0,6969.0,1977.0,562.0,287.0,,Sold,,,https://www.redfin.com/OR/Tigard/8800-SW-Bomar-Ct-97223/home/26608096,RMLS,20470898.0,N,Y,45.4541895,-122.7674992
PAST SALE,September-17-2020,Single Family Residential,8660 SW Maverick Ter,Beaverton,OR,97008,506900.0,4.0,2.5,"Beaverton, Aloha",2472.0,7405.0,1985.0,471.0,205.0,,Sold,,,https://www.redfin.com/OR/Beaverton/8660-SW-Maverick-Ter-97008/home/26619434,RMLS,20154854.0,N,Y,45.4569873,-122.8225694
PAST SALE,January-12-2021,Single Family Residential,13065 SW Cottontail Ln,Beaverton,OR,97008,475100.0,5.0,2.0,"Beaverton, Aloha",1814.0,6534.0,1985.0,354.0,262.0,,Sold,,,https://www.redfin.com/OR/Beaverton/13065-SW-Cottontail-Ln-97008/home/25839447,RMLS,20144800.0,N,Y,45.4438861,-122.8113505
PAST SALE,June-24-2020,Single Family Residential,4175 SW Dogwood Ln,Portland,OR,97225,850000.0,4.0,2.0,"Portland West, Raleigh Hills",2377.0,39639.0,1962.0,556.0,358.0,,Sold,,,https://www.redfin.com/OR/Portland/4175-SW-Dogwood-Ln-97225/home/26733836,RMLS,20125021.0,N,Y,45.4897096,-122.7508749
PAST SALE,,Single Family Residential,6955 SW 92nd Ave,Portland,OR,97223,460000.0,3.0,2.0,,1460.0,8276.0,1940.0,,315.0,,,,,https://www.redfin.com/OR/Portland/6955-SW-92nd-Ave-97223/home/26584753,,,N,Y,45.4697866,-122.7722544
PAST SALE,October-30-2020,Single Family Residential,4035 SW 188th Ave,Aloha,OR,97078,383000.0,3.0,1.0,"Beaverton, Aloha",1464.0,12632.0,1961.0,428.0,262.0,,Sold,,,https://www.redfin.com/OR/Aloha/4035-SW-188th-Ave-97007/home/25809604,RMLS,20477638.0,N,Y,45.4906245,-122.8710557
PAST SALE,June-25-2020,Single Family Residential,6254 NW Cornell Rd,Portland,OR,97210,815000.0,3.0,4.0,Forest Park,3354.0,135907.0,1928.0,555.0,243.0,,Sold,,,https://www.redfin.com/OR/Portland/6254-NW-Cornell-Rd-97210/home/25736729,RMLS,20295109.0,N,Y,45.5344396,-122.7419845
PAST SALE,January-29-2021,Single Family Residential,5740 SW Pendleton St,Portland,OR,97221,535000.0,3.0,2.0,HAYHURST,1207.0,10018.0,1936.0,337.0,443.0,,Sold,,,https://www.redfin.com/OR/Portland/5740-SW-Pendleton-St-97221/home/26482931,RMLS,20203839.0,N,Y,45.4817638,-122.7365837
PAST SALE,February-28-2020,Single Family Residential,3370 SW 66th Ave,Portland,OR,97225,640000.0,4.0,3.0,"Portland West, Raleigh Hills",2639.0,10890.0,1961.0,673.0,243.0,,Sold,,,https://www.redfin.com/OR/Portland/3370-SW-66th-Ave-97225/home/26594137,RMLS,20357378.0,N,Y,45.495206,-122.7440688
PAST SALE,March-3-2020,Single Family Residential,8365 SW 133rd Ave,Beaverton,OR,97008,442000.0,3.0,2.0,"Beaverton, Aloha",1500.0,8276.0,1977.0,669.0,295.0,,Sold,,,https://www.redfin.com/OR/Beaverton/8365-SW-133rd-Ave-97008/home/26732535,RMLS,20353999.0,N,Y,45.4586135,-122.814085
PAST SALE,August-4-2020,Single Family Residential,14680 SW 6th St,Beaverton,OR,97007,389900.0,3.0,2.5,"Beaverton, Aloha",1816.0,3484.0,1999.0,515.0,215.0,,Sold,,,https://www.redfin.com/OR/Beaverton/14680-SW-6th-St-97007/home/25749497,RMLS,20571510.0,N,Y,45.481595,-122.8280607
PAST SALE,July-17-2020,Single Family Residential,10987 SW Adele Dr,Portland,OR,97225,609900.0,5.0,2.5,CEDAR MILL,3042.0,5662.0,2002.0,533.0,200.0,,Sold,,,https://www.redfin.com/OR/Portland/10987-SW-Adele-Dr-97225/home/26704572,RMLS,20120372.0,N,Y,45.5194934,-122.789332
PAST SALE,April-22-2020,Single Family Residential,7979 SW Barnard Dr,Beaverton,OR,97007,460000.0,5.0,2.5,SEXTON MOUNTAIN,2580.0,8712.0,1980.0,619.0,178.0,,Sold,,,https://www.redfin.com/OR/Beaverton/7979-SW-Barnard-Dr-97007/home/26581174,RMLS,20311729.0,N,Y,45.4621671,-122.8380733
PAST SALE,October-30-2020,Single Family Residential,12615 SW Faircrest St,Portland,OR,97225,459000.0,3.0,2.0,CEDAR HILLS,1170.0,7405.0,1953.0,428.0,392.0,11.0,Sold,,,https://www.redfin.com/OR/Portland/12615-SW-Faircrest-St-97225/home/26659220,RMLS,20660040.0,N,Y,45.5049384,-122.8066823
PAST SALE,November-25-2020,Single Family Residential,2260 SW 187th Ave,Aloha,OR,97003,487000.0,4.0,2.5,"Beaverton, Aloha",2124.0,9583.0,1940.0,402.0,229.0,,Sold,,,https://www.redfin.com/OR/Aloha/2260-SW-187th-Ave-97006/home/26657938,RMLS,20598259.0,N,Y,45.5033968,-122.8698459
PAST SALE,April-3-2020,Single Family Residential,14385 SW Equestrian Ln,Beaverton,OR,97008,472500.0,4.0,2.5,"Beaverton, Aloha",1980.0,2613.0,2014.0,638.0,239.0,85.0,Sold,,,https://www.redfin.com/OR/Beaverton/14385-SW-Equestrian-Ln-97008/home/56335719,RMLS,20488235.0,N,Y,45.4462507,-122.8247489
PAST SALE,,Single Family Residential,11585 SW Holland Ln,Beaverton,OR,97008,350000.0,3.0,3.0,,1649.0,3049.0,2006.0,,212.0,,,,,https://www.redfin.com/OR/Beaverton/11585-SW-Holland-Ln-97008/home/26727815,,,N,Y,45.4690392,-122.7961392
PAST SALE,,Single Family Residential,11725 SW Bowmont St,Portland,OR,97225,391000.0,5.0,3.0,,2062.0,10094.0,1964.0,,190.0,,,,,https://www.redfin.com/OR/Portland/11725-SW-Bowmont-St-97225/home/26565686,,,N,Y,45.5094215,-122.7971078
PAST SALE,February-17-2021,Single Family Residential,1650 SW 132nd Ave,Beaverton,OR,97005,456000.0,3.0,1.5,Cedar Hills,1390.0,7840.0,1964.0,318.0,328.0,,Sold,,,https://www.redfin.com/OR/Beaverton/1650-SW-132nd-Ave-97005/home/26588702,RMLS,21578782.0,N,Y,45.5079655,-122.8115812
PAST SALE,December-18-2020,Single Family Residential,6944 SW Stanford Ct,Portland,OR,97223,467000.0,3.0,2.5,GARDEN HOME,1331.0,3920.0,2001.0,379.0,351.0,,Sold,,,https://www.redfin.com/OR/Portland/6944-SW-Stanford-Ct-97223/home/26732011,RMLS,20476074.0,N,Y,45.4645529,-122.7485591
PAST SALE,August-7-2020,Single Family Residential,8579 SW 71st Ter,Portland,OR,97223,735900.0,5.0,3.5,MULTNOMAH/GARDENHOME,4310.0,5662.0,2005.0,512.0,171.0,8.0,Sold,,,https://www.redfin.com/OR/Portland/8579-SW-71St-Ter-97223/home/26720069,RMLS,20161731.0,N,Y,45.4578013,-122.7500159
PAST SALE,January-15-2021,Single Family Residential,6520 SW Florence Ln,Portland,OR,97223,599900.0,4.0,3.5,"Portland West, Raleigh Hills",3043.0,10018.0,1945.0,351.0,197.0,,Sold,,,https://www.redfin.com/OR/Portland/6520-SW-Florence-Ln-97223/home/26690674,RMLS,20671732.0,N,Y,45.4563164,-122.7444177
PAST SALE,December-17-2020,Single Family Residential,6740 SW Canyon Ter,Portland,OR,97225,620000.0,3.0,2.5,"Portland West, Raleigh Hills",2618.0,11761.0,1936.0,380.0,237.0,,Sold,,,https://www.redfin.com/OR/Portland/6740-SW-Canyon-Ter-97225/home/26736625,RMLS,20309348.0,N,Y,45.5043423,-122.7463216
PAST SALE,April-29-2020,Single Family Residential,12403 SW 174th Ter #129,Beaverton,OR,97007,579500.0,4.0,2.5,Heights South Cooper Mountain,2306.0,,2020.0,612.0,251.0,85.0,Sold,,,https://www.redfin.com/OR/Beaverton/12403-SW-174th-Ter-97007/unit-129/home/170580587,RMLS,20293647.0,N,Y,45.4603004,-122.8552731
PAST SALE,January-5-2021,Single Family Residential,16171 SW Vance Ln Lot 20,Beaverton,OR,97078,482498.0,3.0,2.5,GEORGETOWN CROSSING,2027.0,,2020.0,361.0,238.0,15.0,Sold,,,https://www.redfin.com/OR/Beaverton/16171-SW-Vance-Ln-97007/unit-20/home/172773860,RMLS,20144191.0,N,Y,45.484286,-122.84305
PAST SALE,August-12-2020,Single Family Residential,5220 SW Cherry Ave,Beaverton,OR,97005,445000.0,3.0,2.0,"Beaverton, Aloha",1398.0,8276.0,1960.0,507.0,318.0,,Sold,,,https://www.redfin.com/OR/Beaverton/5220-SW-Cherry-Ave-97005/home/26560322,RMLS,20018870.0,N,Y,45.482351,-122.7750883
PAST SALE,June-9-2020,Single Family Residential,10330 SW Melnore St,Portland,OR,97225,1395000.0,5.0,3.5,Vista Hills,4469.0,21344.0,1959.0,571.0,312.0,,Sold,,,https://www.redfin.com/OR/Portland/10330-SW-Melnore-St-97225/home/26637866,RMLS,20210633.0,N,Y,45.5010121,-122.7830026
PAST SALE,November-6-2020,Single Family Residential,8406 SW 169th Pl,Beaverton,OR,97007,595000.0,4.0,3.0,"Beaverton, Aloha",2385.0,6969.0,1993.0,421.0,249.0,,Sold,,,https://www.redfin.com/OR/Beaverton/8406-SW-169th-Pl-97007/home/25737821,RMLS,20222710.0,N,Y,45.4592132,-122.850629
PAST SALE,October-26-2020,Single Family Residential,11435 SW 92nd Ave,Tigard,OR,97223,625000.0,3.0,2.5,TIGARD,2555.0,18730.0,1954.0,432.0,245.0,,Sold,,,https://www.redfin.com/OR/Tigard/11435-SW-92nd-Ave-97223/home/26682680,RMLS,20252737.0,N,Y,45.4371961,-122.7723962
PAST SALE,December-22-2020,Single Family Residential,17875 SW Jay St,Aloha,OR,97003,397500.0,3.0,2.0,ALOHA,1469.0,6534.0,1988.0,375.0,271.0,,Sold,,,https://www.redfin.com/OR/Aloha/17875-SW-Jay-St-97006/home/26672885,RMLS,20681180.0,N,Y,45.5109583,-122.8608287
PAST SALE,February-23-2021,Single Family Residential,13470 SW 6th St,Beaverton,OR,97005,506000.0,3.0,1.5,"Beaverton, Aloha",1340.0,12632.0,1952.0,312.0,378.0,,Sold,,,https://www.redfin.com/OR/Beaverton/13470-SW-6th-St-97005/home/25823714,RMLS,21676798.0,N,Y,45.4828676,-122.815461
PAST SALE,December-16-2020,Single Family Residential,7925 NW Blue Pointe Ln,Portland,OR,97229,811000.0,4.0,3.5,"Portland West, Raleigh Hills",3062.0,11325.0,1999.0,381.0,265.0,49.0,Sold,,,https://www.redfin.com/OR/Portland/7925-NW-Blue-Pointe-Ln-97229/home/25801262,RMLS,20151416.0,N,Y,45.5330304,-122.7592859
PAST SALE,,Single Family Residential,1200 NW Greenleaf Rd,Portland,OR,97229,870000.0,,3.5,,3668.0,87556.0,2005.0,,237.0,,,,,https://www.redfin.com/OR/Portland/1200-NW-Greenleaf-Rd-97229/home/25812740,,,N,Y,45.5316052,-122.7536142
PAST SALE,May-15-2020,Single Family Residential,17249 SW Starbuck Ln,Beaverton,OR,97078,369900.0,3.0,2.5,"Beaverton, Aloha",1474.0,3920.0,2000.0,596.0,251.0,,Sold,,,https://www.redfin.com/OR/Beaverton/17249-SW-Starbuck-Ln-97007/home/25737888,RMLS,20439429.0,N,Y,45.4858992,-122.8538527
PAST SALE,July-20-2020,Single Family Residential,2771 SW 181st Ave,Beaverton,OR,97003,385000.0,3.0,2.5,JOHNSON EAST,1751.0,3049.0,2007.0,530.0,220.0,,Sold,,,https://www.redfin.com/OR/BEAVERTON/2771-SW-181ST-AVE-97003/home/25785368,RMLS,20608457.0,N,Y,45.499735,-122.863394
PAST SALE,August-5-2020,Single Family Residential,4590 SW Savannah Pl,Beaverton,OR,97078,375000.0,3.0,2.0,"Beaverton, Aloha",1344.0,5227.0,1993.0,514.0,279.0,,Sold,,,https://www.redfin.com/OR/Beaverton/4590-SW-Savannah-Pl-97007/home/26700562,RMLS,20601186.0,N,Y,45.4867361,-122.8532981
PAST SALE,May-20-2020,Single Family Residential,4874 SW 182nd Ave,Aloha,OR,97078,460000.0,4.0,2.0,"Beaverton, Aloha",2307.0,21344.0,1903.0,591.0,199.0,,Sold,,,https://www.redfin.com/OR/Aloha/4874-SW-182nd-Ave-97007/home/25755052,RMLS,20153782.0,N,Y,45.4846179,-122.863933
PAST SALE,April-28-2020,Single Family Residential,17030 SW Vincent Ct,Beaverton,OR,97078,346000.0,3.0,1.5,"Beaverton, Aloha",1157.0,9147.0,1970.0,613.0,299.0,,Sold,,,https://www.redfin.com/OR/BEAVERTON/17030-SW-VINCENT-CT-97078/home/26614941,RMLS,20338291.0,N,Y,45.48818,-122.852453
PAST SALE,June-24-2020,Single Family Residential,17925 SW Vincent St,Aloha,OR,97078,366000.0,3.0,1.5,"Beaverton, Aloha",1320.0,7840.0,1971.0,556.0,277.0,,Sold,,,https://www.redfin.com/OR/Aloha/17925-SW-Vincent-St-97007/home/26582688,RMLS,20664051.0,N,Y,45.4887639,-122.8615368
